abbrev,id,level,name,parent,slug
,5989,l,Timnath,127,timnath
,5990,l,Trinidad,127,trinidad
,5991,l,Two Buttes,127,two-buttes
,5992,l,Vail,127,vail
,5993,l,Victor,127,victor
,5994,l,Vilas,127,vilas
,5995,l,Vona,127,vona
,5996,l,Walden,127,walden
,5997,l,Walsenburg,127,walsenburg
,5998,l,Walsh,127,walsh
,5999,l,Ward,127,ward
,6000,l,Wellington,127,wellington
,6001,l,Westcliffe,127,westcliffe
,6002,l,Westminster,127,westminster
,6003,l,Wheat Ridge,127,wheat-ridge
,6004,l,Wiggins,127,wiggins
,6005,l,Wiley,127,wiley
,6006,l,Williamsburg,127,williamsburg
,6007,l,Windsor,127,windsor
,6008,l,Winter Park,127,winter-park
,6009,l,Woodland Park,127,woodland-park
,6010,l,Wray,127,wray
,6011,l,Yampa,127,yampa
,6012,l,Yuma,127,yuma
,6013,l,Abbot,13,abbot
,6014,l,Acton,13,acton
,6015,l,Addison,13,addison
,6016,l,Albion,13,albion
,6017,l,Alexander,13,alexander
,6018,l,Alfred,13,alfred
,6019,l,Allagash,13,allagash
,6020,l,Alna,13,alna
,6021,l,Alton,13,alton
,6022,l,Amherst,13,amherst
,6023,l,Amity,13,amity
,6024,l,Andover,13,andover
,6025,l,Anson,13,anson
,6026,l,Appleton,13,appleton
,6027,l,Arrowsic,13,arrowsic
,6028,l,Arundel,13,arundel
,6029,l,Ashland,13,ashland
,6030,l,Athens,13,athens
,6031,l,Atkinson,13,atkinson
,6032,l,Auburn,13,auburn
,6033,l,Augusta,13,augusta
,6034,l,Aurora,13,aurora
,6035,l,Avon,13,avon
,6036,l,Baileyville,13,baileyville
,6037,l,Baldwin,13,baldwin
,6038,l,Bancroft,13,bancroft
,6039,l,Bangor,13,bangor
,6040,l,Bar Harbor,13,bar-harbor
,6041,l,Bath,13,bath
,6042,l,Beals,13,beals
,6043,l,Beaver Cove,13,beaver-cove
,6044,l,Beddington,13,beddington
,6045,l,Belfast,13,belfast
,6046,l,Belgrade,13,belgrade
,6047,l,Belmont,13,belmont
,6048,l,Benton,13,benton
,6049,l,Berwick,13,berwick
,6050,l,Bethel,13,bethel
,6051,l,Biddeford,13,biddeford
,6052,l,Bingham,13,bingham
,6053,l,Blaine,13,blaine
,6054,l,Blue Hill,13,blue-hill
,6055,l,Boothbay,13,boothbay
,6056,l,Boothbay Harbor,13,boothbay-harbor
,6057,l,Bowdoin,13,bowdoin
,6058,l,Bowdoinham,13,bowdoinham
,6059,l,Bowerbank,13,bowerbank
,6060,l,Bradford,13,bradford
,6061,l,Bradley,13,bradley
,6062,l,Bremen,13,bremen
,6063,l,Brewer,13,brewer
,6064,l,Bridgewater,13,bridgewater
,6065,l,Bridgton,13,bridgton
,6066,l,Brighton Plantation,13,brighton-plantation
,6067,l,Bristol,13,bristol
,6068,l,Brooklin,13,brooklin
,6069,l,Brooks,13,brooks
,6070,l,Brooksville,13,brooksville
,6071,l,Brownfield,13,brownfield
,6072,l,Brownville,13,brownville
,6073,l,Brunswick,13,brunswick
,6074,l,Buckfield,13,buckfield
,6075,l,Bucksport,13,bucksport
,6076,l,Burlington,13,burlington
,6077,l,Burnham,13,burnham
,6078,l,Buxton,13,buxton
,6079,l,Byron,13,byron
,6080,l,Calais,13,calais
,6081,l,Cambridge,13,cambridge
,6082,l,Camden,13,camden
,6083,l,Canaan,13,canaan
,6084,l,Canton,13,canton
,6085,l,Cape Elizabeth,13,cape-elizabeth
,6086,l,Caratunk,13,caratunk
,6087,l,Caribou,13,caribou
,6088,l,Carmel,13,carmel
,6089,l,Carrabassett Valley,13,carrabassett-valley
,6090,l,Carroll Plantation,13,carroll-plantation
,6091,l,Carthage,13,carthage
,6092,l,Cary Plantation,13,cary-plantation
,6093,l,Casco,13,casco
,6094,l,Castine,13,castine
,6095,l,Castle Hill,13,castle-hill
,6096,l,Caswell,13,caswell
,6097,l,Centerville,13,centerville
,6098,l,Chapman,13,chapman
,6099,l,Charleston,13,charleston
,6100,l,Charlotte,13,charlotte
,6101,l,Chebeague Island,13,chebeague-island
,6102,l,Chelsea,13,chelsea
,6103,l,Cherryfield,13,cherryfield
,6104,l,Chester,13,chester
,6105,l,Chesterville,13,chesterville
,6106,l,China,13,china
,6107,l,Clifton,13,clifton
,6108,l,Clinton,13,clinton
,6109,l,Codyville Plantation,13,codyville-plantation
,6110,l,Columbia,13,columbia
,6111,l,Columbia Falls,13,columbia-falls
,6112,l,Cooper,13,cooper
,6113,l,Coplin Plantation,13,coplin-plantation
,6114,l,Corinna,13,corinna
,6115,l,Corinth,13,corinth
,6116,l,Cornish,13,cornish
,6117,l,Cornville,13,cornville
,6118,l,Cranberry Isles,13,cranberry-isles
,6119,l,Crawford,13,crawford
,6120,l,Crystal,13,crystal
,6121,l,Cumberland,13,cumberland
,6122,l,Cushing,13,cushing
,6123,l,Cutler,13,cutler
,6124,l,Cyr Plantation,13,cyr-plantation
,6125,l,Dallas Plantation,13,dallas-plantation
,6126,l,Damariscotta,13,damariscotta
,6127,l,Danforth,13,danforth
,6128,l,Dayton,13,dayton
,6129,l,Deblois,13,deblois
,6130,l,Dedham,13,dedham
,6131,l,Deer Isle,13,deer-isle
,6132,l,Denmark,13,denmark
,6133,l,Dennistown Plantation,13,dennistown-plantation
,6134,l,Dennysville,13,dennysville
,6135,l,Detroit,13,detroit
,6136,l,Dexter,13,dexter
,6137,l,Dixfield,13,dixfield
,6138,l,Dixmont,13,dixmont
,6139,l,Dover-Foxcroft,13,dover-foxcroft
,6140,l,Dresden,13,dresden
,6141,l,Drew Plantation,13,drew-plantation
,6142,l,Durham,13,durham
,6143,l,Dyer Brook,13,dyer-brook
,6144,l,Eagle Lake,13,eagle-lake
,6145,l,East Machias,13,east-machias
,6146,l,East Millinocket,13,east-millinocket
,6147,l,Eastbrook,13,eastbrook
,6148,l,Easton,13,easton
,6149,l,Eastport,13,eastport
,6150,l,Eddington,13,eddington
,6151,l,Edgecomb,13,edgecomb
,6152,l,Edinburg,13,edinburg
,6153,l,Eliot,13,eliot
,6154,l,Ellsworth,13,ellsworth
,6155,l,Embden,13,embden
,6156,l,Enfield,13,enfield
,6157,l,Etna,13,etna
,6158,l,Eustis,13,eustis
,6159,l,Exeter,13,exeter
,6160,l,Fairfield,13,fairfield
,6161,l,Falmouth,13,falmouth
,6162,l,Farmingdale,13,farmingdale
,6163,l,Farmington,13,farmington
,6164,l,Fayette,13,fayette
,6165,l,Fort Fairfield,13,fort-fairfield
,6166,l,Fort Kent,13,fort-kent
,6167,l,Frankfort,13,frankfort
,6168,l,Franklin,13,franklin
,6169,l,Freedom,13,freedom
,6170,l,Freeport,13,freeport
,6171,l,Frenchboro,13,frenchboro
,6172,l,Frenchville,13,frenchville
,6173,l,Friendship,13,friendship
,6174,l,Frye Island,13,frye-island
,6175,l,Fryeburg,13,fryeburg
,6176,l,Gardiner,13,gardiner
,6177,l,Garfield Plantation,13,garfield-plantation
,6178,l,Garland,13,garland
,6179,l,Georgetown,13,georgetown
,6180,l,Gilead,13,gilead
,6181,l,Glenburn,13,glenburn
,6182,l,Glenwood Plantation,13,glenwood-plantation
,6183,l,Gorham,13,gorham
,6184,l,Gouldsboro,13,gouldsboro
,6185,l,Grand Isle,13,grand-isle
,6186,l,Grand Lake Stream Plantation,13,grand-lake-stream-plantation
,6187,l,Gray,13,gray
,6188,l,Great Pond,13,great-pond
,6189,l,Greenbush,13,greenbush
,6190,l,Greene,13,greene
,6191,l,Greenville,13,greenville
,6192,l,Greenwood,13,greenwood
,6193,l,Guilford,13,guilford
,6194,l,Hallowell,13,hallowell
,6195,l,Hamlin,13,hamlin
,6196,l,Hammond,13,hammond
,6197,l,Hampden,13,hampden
,6198,l,Hancock,13,hancock
,6199,l,Hanover,13,hanover
,6200,l,Harmony,13,harmony
,6201,l,Harpswell,13,harpswell
,6202,l,Harrington,13,harrington
,6203,l,Harrison,13,harrison
,6204,l,Hartford,13,hartford
,6205,l,Hartland,13,hartland
,6206,l,Haynesville,13,haynesville
,6207,l,Hebron,13,hebron
,6208,l,Hermon,13,hermon
,6209,l,Hersey,13,hersey
,6210,l,Highland Plantation,13,highland-plantation
,6211,l,Hiram,13,hiram
,6212,l,Hodgdon,13,hodgdon
,6213,l,Holden,13,holden
,6214,l,Hollis,13,hollis
,6215,l,Hope,13,hope
,6216,l,Houlton,13,houlton
,6217,l,Howland,13,howland
,6218,l,Hudson,13,hudson
,6219,l,Indian Island,13,indian-island
,6220,l,Indian Township Reservation,13,indian-township-reservation
,6221,l,Industry,13,industry
,6222,l,Island Falls,13,island-falls
,6223,l,Isle Au Haut,13,isle-au-haut
,6224,l,Islesboro,13,islesboro
,6225,l,Jackman,13,jackman
,6226,l,Jackson,13,jackson
,6227,l,Jay,13,jay
,6228,l,Jefferson,13,jefferson
,6229,l,Jonesboro,13,jonesboro
,6230,l,Jonesport,13,jonesport
,6231,l,Kenduskeag,13,kenduskeag
,6232,l,Kennebunk,13,kennebunk
,6233,l,Kennebunkport,13,kennebunkport
,6234,l,Kingfield,13,kingfield
,6235,l,Kingsbury Plantation,13,kingsbury-plantation
,6236,l,Kittery,13,kittery
,6237,l,Knox,13,knox
,6238,l,Lagrange,13,lagrange
,6239,l,Lake View Plantation,13,lake-view-plantation
,6240,l,Lakeville,13,lakeville
,6241,l,Lamoine,13,lamoine
,6242,l,Lebanon,13,lebanon
,6243,l,Lee,13,lee
,6244,l,Leeds,13,leeds
,6245,l,Levant,13,levant
,6246,l,Lewiston,13,lewiston
,6247,l,Liberty,13,liberty
,6248,l,Limerick,13,limerick
,6249,l,Limestone,13,limestone
,6250,l,Limington,13,limington
,6251,l,Lincoln,13,lincoln
,6252,l,Lincoln Plantation,13,lincoln-plantation
,6253,l,Lincolnville,13,lincolnville
,6254,l,Linneus,13,linneus
,6255,l,Lisbon,13,lisbon
,6256,l,Litchfield,13,litchfield
,6257,l,Littleton,13,littleton
,6258,l,Livermore,13,livermore
,6259,l,Livermore Falls,13,livermore-falls
,6260,l,Long Island,13,long-island
,6261,l,Lovell,13,lovell
,6262,l,Lowell,13,lowell
,6263,l,Lubec,13,lubec
,6264,l,Ludlow,13,ludlow
,6265,l,Lyman,13,lyman
,6266,l,Machiasport,13,machiasport
,6267,l,Macwahoc Plantation,13,macwahoc-plantation
,6268,l,Madawaska,13,madawaska
,6269,l,Madison,13,madison
,6270,l,Magalloway Plantation,13,magalloway-plantation
,6271,l,Manchester,13,manchester
,6272,l,Mapleton,13,mapleton
,6273,l,Mariaville,13,mariaville
,6274,l,Mars Hill,13,mars-hill
,6275,l,Marshfield,13,marshfield
,6276,l,Masardis,13,masardis
,6277,l,Matinicus Isle Plantation,13,matinicus-isle-plantation
,6278,l,Mattawamkeag,13,mattawamkeag
,6279,l,Maxfield,13,maxfield
,6280,l,Mechanic Falls,13,mechanic-falls
,6281,l,Meddybemps,13,meddybemps
,6282,l,Medford,13,medford
,6283,l,Medway,13,medway
,6284,l,Mercer,13,mercer
,6285,l,Merrill,13,merrill
,6286,l,Mexico,13,mexico
,6287,l,Milbridge,13,milbridge
,6288,l,Milford,13,milford
,6289,l,Millinocket,13,millinocket
,6290,l,Milo,13,milo
,6291,l,Minot,13,minot
,6292,l,Monhegan Island Plantation,13,monhegan-island-plantation
,6293,l,Monmouth,13,monmouth
,6294,l,Monroe,13,monroe
,6295,l,Monson,13,monson
,6296,l,Monticello,13,monticello
,6297,l,Montville,13,montville
,6298,l,Moose River,13,moose-river
,6299,l,Moro Plantation,13,moro-plantation
,6300,l,Morrill,13,morrill
,6301,l,Moscow,13,moscow
,6302,l,Mount Chase,13,mount-chase
,6303,l,Mount Desert,13,mount-desert
,6304,l,Mount Vernon,13,mount-vernon
,6305,l,Naples,13,naples
,6306,l,Nashville Plantation,13,nashville-plantation
,6307,l,New Canada,13,new-canada
,6308,l,New Gloucester,13,new-gloucester
,6309,l,New Limerick,13,new-limerick
,6310,l,New Portland,13,new-portland
,6311,l,New Sharon,13,new-sharon
,6312,l,New Sweden,13,new-sweden
,6313,l,New Vineyard,13,new-vineyard
,6314,l,Newburgh,13,newburgh
,6315,l,Newcastle,13,newcastle
,6316,l,Newfield,13,newfield
,6317,l,Newport,13,newport
,6318,l,Newry,13,newry
,6319,l,Nobleboro,13,nobleboro
,6320,l,Norridgewock,13,norridgewock
,6321,l,North Berwick,13,north-berwick
,6322,l,North Haven,13,north-haven
,6323,l,North Yarmouth,13,north-yarmouth
,6324,l,Northfield,13,northfield
,6325,l,Northport,13,northport
,6326,l,Norway,13,norway
,6327,l,Oakfield,13,oakfield
,6328,l,Oakland,13,oakland
,6329,l,Ogunquit,13,ogunquit
,6330,l,Old Orchard Beach,13,old-orchard-beach
,6331,l,Old Town,13,old-town
,6332,l,Orient,13,orient
,6333,l,Orland,13,orland
,6334,l,Orono,13,orono
,6335,l,Orrington,13,orrington
,6336,l,Osborn,13,osborn
,6337,l,Otis,13,otis
,6338,l,Otisfield,13,otisfield
,6339,l,Owls Head,13,owls-head
,6340,l,Oxbow Plantation,13,oxbow-plantation
,6341,l,Oxford,13,oxford
,6342,l,Palermo,13,palermo
,6343,l,Palmyra,13,palmyra
,6344,l,Paris,13,paris
,6345,l,Parkman,13,parkman
,6346,l,Parsonsfield,13,parsonsfield
,6347,l,Passadumkeag,13,passadumkeag
,6348,l,Patten,13,patten
,6349,l,Pembroke,13,pembroke
,6350,l,Penobscot,13,penobscot
,6351,l,Perham,13,perham
,6352,l,Perry,13,perry
,6353,l,Peru,13,peru
,6354,l,Phillips,13,phillips
,6355,l,Phippsburg,13,phippsburg
,6356,l,Pittsfield,13,pittsfield
,6357,l,Pittston,13,pittston
,6358,l,Pleasant Point Indian Reservation,13,pleasant-point-indian-reservation
,6359,l,Pleasant Ridge Plantation,13,pleasant-ridge-plantation
,6360,l,Plymouth,13,plymouth
,6361,l,Poland,13,poland
,6362,l,Portage Lake,13,portage-lake
,6363,l,Porter,13,porter
,6364,l,Pownal,13,pownal
,6365,l,Presque Isle,13,presque-isle
,6366,l,Princeton,13,princeton
,6367,l,Prospect,13,prospect
,6368,l,Randolph,13,randolph
,6369,l,Rangeley,13,rangeley
,6370,l,Rangeley Plantation,13,rangeley-plantation
,6371,l,Raymond,13,raymond
,6372,l,Readfield,13,readfield
,6373,l,Reed Plantation,13,reed-plantation
,6374,l,Richmond,13,richmond
,6375,l,Ripley,13,ripley
,6376,l,Robbinston,13,robbinston
,6377,l,Rockland,13,rockland
,6378,l,Rockport,13,rockport
,6379,l,Rome,13,rome
,6380,l,Roque Bluffs,13,roque-bluffs
,6381,l,Roxbury,13,roxbury
,6382,l,Rumford,13,rumford
,6383,l,Sabattus,13,sabattus
,6384,l,Saco,13,saco
,6385,l,Saint Agatha,13,saint-agatha
,6386,l,Saint Albans,13,saint-albans
,6387,l,Saint Francis,13,saint-francis
,6388,l,Saint George,13,saint-george
,6389,l,Saint John Plantation,13,saint-john-plantation
,6390,l,Sandy River Plantation,13,sandy-river-plantation
,6391,l,Sanford,13,sanford
,6392,l,Sangerville,13,sangerville
,6393,l,Scarborough,13,scarborough
,6394,l,Searsmont,13,searsmont
,6395,l,Searsport,13,searsport
,6396,l,Sebago,13,sebago
,6397,l,Sebec,13,sebec
,6398,l,Seboeis Plantation,13,seboeis-plantation
,6399,l,Sedgwick,13,sedgwick
,6400,l,Shapleigh,13,shapleigh
,6401,l,Sherman,13,sherman
,6402,l,Shirley,13,shirley
,6403,l,Sidney,13,sidney
,6404,l,Skowhegan,13,skowhegan
,6405,l,Smithfield,13,smithfield
,6406,l,Smyrna,13,smyrna
,6407,l,Solon,13,solon
,6408,l,Somerville,13,somerville
,6409,l,Sorrento,13,sorrento
,6410,l,South Berwick,13,south-berwick
,6411,l,South Bristol,13,south-bristol
,6412,l,South Portland,13,south-portland
,6413,l,South Thomaston,13,south-thomaston
,6414,l,Southport,13,southport
,6415,l,Southwest Harbor,13,southwest-harbor
,6416,l,Springfield,13,springfield
,6417,l,Stacyville,13,stacyville
,6418,l,Standish,13,standish
,6419,l,Starks,13,starks
,6420,l,Stetson,13,stetson
,6421,l,Steuben,13,steuben
,6422,l,Stockholm,13,stockholm
,6423,l,Stockton Springs,13,stockton-springs
,6424,l,Stoneham,13,stoneham
,6425,l,Stonington,13,stonington
,6426,l,Stow,13,stow
,6427,l,Strong,13,strong
,6428,l,Sullivan,13,sullivan
,6429,l,Sumner,13,sumner
,6430,l,Surry,13,surry
,6431,l,Swans Island,13,swans-island
,6432,l,Swanville,13,swanville
,6433,l,Sweden,13,sweden
,6434,l,Talmadge,13,talmadge
,6435,l,Temple,13,temple
,6436,l,The Forks Plantation,13,the-forks-plantation
,6437,l,Thomaston,13,thomaston
,6438,l,Thorndike,13,thorndike
,6439,l,Topsfield,13,topsfield
,6440,l,Topsham,13,topsham
,6441,l,Tremont,13,tremont
,6442,l,Trenton,13,trenton
,6443,l,Troy,13,troy
,6444,l,Turner,13,turner
,6445,l,Union,13,union
,6446,l,Unity,13,unity
,6447,l,Upton,13,upton
,6448,l,Van Buren,13,van-buren
,6449,l,Vanceboro,13,vanceboro
,6450,l,Vassalboro,13,vassalboro
,6451,l,Veazie,13,veazie
,6452,l,Verona Island,13,verona-island
,6453,l,Vienna,13,vienna
,6454,l,Vinalhaven,13,vinalhaven
,6455,l,Wade,13,wade
,6456,l,Waite,13,waite
,6457,l,Waldo,13,waldo
,6458,l,Waldoboro,13,waldoboro
,6459,l,Wales,13,wales
,6460,l,Wallagrass,13,wallagrass
,6461,l,Waltham,13,waltham
,6462,l,Warren,13,warren
,6463,l,Washburn,13,washburn
,6464,l,Washington,13,washington
,6465,l,Waterboro,13,waterboro
,6466,l,Waterford,13,waterford
,6467,l,Waterville,13,waterville
,6468,l,Wayne,13,wayne
,6469,l,Webster Plantation,13,webster-plantation
,6470,l,Weld,13,weld
,6471,l,Wellington,13,wellington
,6472,l,Wells,13,wells
,6473,l,Wesley,13,wesley
,6474,l,West Bath,13,west-bath
,6475,l,West Forks Plantation,13,west-forks-plantation
,6476,l,West Gardiner,13,west-gardiner
,6477,l,West Paris,13,west-paris
,6478,l,Westbrook,13,westbrook
,6479,l,Westfield,13,westfield
,6480,l,Westmanland,13,westmanland
,6481,l,Weston,13,weston
,6482,l,Westport,13,westport
,6483,l,Whitefield,13,whitefield
,6484,l,Whiting,13,whiting
,6485,l,Whitneyville,13,whitneyville
,6486,l,Willimantic,13,willimantic
,6487,l,Wilton,13,wilton
,6488,l,Windham,13,windham
,6489,l,Windsor,13,windsor
,6490,l,Winn,13,winn
,6491,l,Winslow,13,winslow
,6492,l,Winter Harbor,13,winter-harbor
,6493,l,Winterport,13,winterport
,6494,l,Winterville Plantation,13,winterville-plantation
,6495,l,Winthrop,13,winthrop
,6496,l,Wiscasset,13,wiscasset
,6497,l,Woodland,13,woodland
,6498,l,Woodstock,13,woodstock
,6499,l,Woodville,13,woodville
,6500,l,Woolwich,13,woolwich
,6501,l,Yarmouth,13,yarmouth
,6502,l,York,13,york
,6503,l,Androscoggin County,13,androscoggin-county
,6504,l,Aroostook County,13,aroostook-county
,6505,l,Cumberland County,13,cumberland-county
,6506,l,Franklin County,13,franklin-county
,6507,l,Hancock County,13,hancock-county
,6508,l,Kennebec County,13,kennebec-county
,6509,l,Knox County,13,knox-county
,6510,l,Lincoln County,13,lincoln-county
,6511,l,Oxford County,13,oxford-county
,6512,l,Penobscot County,13,penobscot-county
,6513,l,Piscataquis County,13,piscataquis-county
,6514,l,Sagadahoc County,13,sagadahoc-county
,6515,l,Somerset County,13,somerset-county
,6516,l,Waldo County,13,waldo-county
,6517,l,Washington County,13,washington-county
,6518,l,York County,13,york-county
,6519,l,Adair Village,158,adair-village
,6520,l,Adams,158,adams
,6521,l,Adrian,158,adrian
,6522,l,Albany,158,albany
,6523,l,Amity,158,amity
,6524,l,Antelope,158,antelope
,6525,l,Arlington,158,arlington
,6526,l,Ashland,158,ashland
,6527,l,Astoria,158,astoria
,6528,l,Athena,158,athena
,6529,l,Aumsville,158,aumsville
,6530,l,Aurora,158,aurora
,6531,l,Baker City,158,baker-city
,6532,l,Bandon,158,bandon
,6533,l,Banks,158,banks
,6534,l,Barlow,158,barlow
,6535,l,Bay City,158,bay-city
,6536,l,Beaverton,158,beaverton
,6537,l,Bend,158,bend
,6538,l,Boardman,158,boardman
,6539,l,Bonanza,158,bonanza
,6540,l,Brookings,158,brookings
,6541,l,Brownsville,158,brownsville
,6542,l,Burns,158,burns
,6543,l,Butte Falls,158,butte-falls
,6544,l,Cannon Beach,158,cannon-beach
,6545,l,Canyon City,158,canyon-city
,6546,l,Canyonville,158,canyonville
,6547,l,Carlton,158,carlton
,6548,l,Cascade Locks,158,cascade-locks
,6549,l,Cave Junction,158,cave-junction
,6550,l,Central Point,158,central-point
,6551,l,Chiloquin,158,chiloquin
,6552,l,Clatskanie,158,clatskanie
,6553,l,Coburg,158,coburg
,6554,l,Columbia City,158,columbia-city
,6555,l,Condon,158,condon
,6556,l,Coos Bay,158,coos-bay
,6557,l,Coquille,158,coquille
,6558,l,Cornelius,158,cornelius
,6559,l,Corvallis,158,corvallis
,6560,l,Cottage Grove,158,cottage-grove
,6561,l,Cove,158,cove
,6562,l,Creswell,158,creswell
,6563,l,Culver,158,culver
,6564,l,Dallas,158,dallas
,6565,l,Damascus,158,damascus
,6566,l,Dayton,158,dayton
,6567,l,Dayville,158,dayville
,6568,l,Depoe Bay,158,depoe-bay
,6569,l,Detroit,158,detroit
,6570,l,Donald,158,donald
,6571,l,Drain,158,drain
,6572,l,Dufur,158,dufur
,6573,l,Dundee,158,dundee
,6574,l,Dunes City,158,dunes-city
,6575,l,Durham,158,durham
,6576,l,Eagle Point,158,eagle-point
,6577,l,Echo,158,echo
,6578,l,Elgin,158,elgin
,6579,l,Elkton,158,elkton
,6580,l,Enterprise,158,enterprise
,6581,l,Estacada,158,estacada
,6582,l,Eugene,158,eugene
,6583,l,Fairview,158,fairview
,6584,l,Falls City,158,falls-city
,6585,l,Florence,158,florence
,6586,l,Forest Grove,158,forest-grove
,6587,l,Fossil,158,fossil
,6588,l,Garibaldi,158,garibaldi
,6589,l,Gaston,158,gaston
,6590,l,Gates,158,gates
,6591,l,Gearhart,158,gearhart
,6592,l,Gervais,158,gervais
,6593,l,Gladstone,158,gladstone
,6594,l,Glendale,158,glendale
,6595,l,Gold Beach,158,gold-beach
,6596,l,Gold Hill,158,gold-hill
,6597,l,Granite,158,granite
,6598,l,Grants Pass,158,grants-pass
,6599,l,Grass Valley,158,grass-valley
,6600,l,Greenhorn,158,greenhorn
,6601,l,Gresham,158,gresham
,6602,l,Haines,158,haines
,6603,l,Halfway,158,halfway
,6604,l,Halsey,158,halsey
,6605,l,Happy Valley,158,happy-valley
,6606,l,Harrisburg,158,harrisburg
,6607,l,Helix,158,helix
,6608,l,Heppner,158,heppner
,6609,l,Hermiston,158,hermiston
,6610,l,Hillsboro,158,hillsboro
,6611,l,Hines,158,hines
,6612,l,Hood River,158,hood-river
,6613,l,Hubbard,158,hubbard
,6614,l,Huntington,158,huntington
,6615,l,Idanha,158,idanha
,6616,l,Imbler,158,imbler
,6617,l,Independence,158,independence
,6618,l,Ione,158,ione
,6619,l,Irrigon,158,irrigon
,6620,l,Island City,158,island-city
,6621,l,Jacksonville,158,jacksonville
,6622,l,Jefferson,158,jefferson
,6623,l,John Day,158,john-day
,6624,l,Johnson City,158,johnson-city
,6625,l,Jordan Valley,158,jordan-valley
,6626,l,Joseph,158,joseph
,6627,l,Junction City,158,junction-city
,6628,l,Keizer,158,keizer
,6629,l,King City,158,king-city
,6630,l,Klamath Falls,158,klamath-falls
,6631,l,La Grande,158,la-grande
,6632,l,La Pine,158,la-pine
,6633,l,Lafayette,158,lafayette
,6634,l,Lake Oswego,158,lake-oswego
,6635,l,Lakeside,158,lakeside
,6636,l,Lakeview,158,lakeview
,6637,l,Lebanon,158,lebanon
,6638,l,Lexington,158,lexington
,6639,l,Lincoln City,158,lincoln-city
,6640,l,Lonerock,158,lonerock
,6641,l,Long Creek,158,long-creek
,6642,l,Lostine,158,lostine
,6643,l,Lowell,158,lowell
,6644,l,Lyons,158,lyons
,6645,l,Madras,158,madras
,6646,l,Malin,158,malin
,6647,l,Manzanita,158,manzanita
,6648,l,Maupin,158,maupin
,6649,l,Maywood Park,158,maywood-park
,6650,l,McMinnville,158,mcminnville
,6651,l,Medford,158,medford
,6652,l,Merrill,158,merrill
,6653,l,Metolius,158,metolius
,6654,l,Mill City,158,mill-city
,6655,l,Millersburg,158,millersburg
,6656,l,Milton-Freewater,158,milton-freewater
,6657,l,Milwaukie,158,milwaukie
,6658,l,Mitchell,158,mitchell
,6659,l,Molalla,158,molalla
,6660,l,Monmouth,158,monmouth
,6661,l,Monroe,158,monroe
,6662,l,Monument,158,monument
,6663,l,Moro,158,moro
,6664,l,Mosier,158,mosier
,6665,l,Mount Vernon,158,mount-vernon
,6666,l,Mt. Angel,158,mt-angel
,6667,l,Myrtle Creek,158,myrtle-creek
,6668,l,Myrtle Point,158,myrtle-point
,6669,l,Nehalem,158,nehalem
,6670,l,Newberg,158,newberg
,6671,l,Newport,158,newport
,6672,l,North Bend,158,north-bend
,6673,l,North Plains,158,north-plains
,6674,l,North Powder,158,north-powder
,6675,l,Nyssa,158,nyssa
,6676,l,Oakland,158,oakland
,6677,l,Oakridge,158,oakridge
,6678,l,Ontario,158,ontario
,6679,l,Oregon City,158,oregon-city
,6680,l,Paisley,158,paisley
,6681,l,Pendleton,158,pendleton
,6682,l,Philomath,158,philomath
,6683,l,Phoenix,158,phoenix
,6684,l,Pilot Rock,158,pilot-rock
,6685,l,Port Orford,158,port-orford
,6686,l,Powers,158,powers
,6687,l,Prairie City,158,prairie-city
,6688,l,Prescott,158,prescott
,6689,l,Prineville,158,prineville
,6690,l,Rainier,158,rainier
,6691,l,Redmond,158,redmond
,6692,l,Reedsport,158,reedsport
,6693,l,Richland,158,richland
,6694,l,Riddle,158,riddle
,6695,l,Rivergrove,158,rivergrove
,6696,l,Rockaway Beach,158,rockaway-beach
,6697,l,Rogue River,158,rogue-river
,6698,l,Roseburg,158,roseburg
,6699,l,Rufus,158,rufus
,6700,l,Sandy,158,sandy
,6701,l,Scappoose,158,scappoose
,6702,l,Scio,158,scio
,6703,l,Scotts Mills,158,scotts-mills
,6704,l,Seaside,158,seaside
,6705,l,Seneca,158,seneca
,6706,l,Shady Cove,158,shady-cove
,6707,l,Shaniko,158,shaniko
,6708,l,Sheridan,158,sheridan
,6709,l,Sherwood,158,sherwood
,6710,l,Siletz,158,siletz
,6711,l,Silverton,158,silverton
,6712,l,Sisters,158,sisters
,6713,l,Sodaville,158,sodaville
,6714,l,Spray,158,spray
,6715,l,Springfield,158,springfield
,6716,l,St. Helens,158,st-helens
,6717,l,St. Paul,158,st-paul
,6718,l,Stanfield,158,stanfield
,6719,l,Stayton,158,stayton
,6720,l,Sublimity,158,sublimity
,6721,l,Summerville,158,summerville
,6722,l,Sumpter,158,sumpter
,6723,l,Sutherlin,158,sutherlin
,6724,l,Sweet Home,158,sweet-home
,6725,l,Talent,158,talent
,6726,l,Tangent,158,tangent
,6727,l,The Dalles,158,the-dalles
,6728,l,Tigard,158,tigard
,6729,l,Tillamook,158,tillamook
,6730,l,Toledo,158,toledo
,6731,l,Troutdale,158,troutdale
,6732,l,Tualatin,158,tualatin
,6733,l,Turner,158,turner
,6734,l,Ukiah,158,ukiah
,6735,l,Umatilla,158,umatilla
,6736,l,Union,158,union
,6737,l,Unity,158,unity
,6738,l,Vale,158,vale
,6739,l,Veneta,158,veneta
,6740,l,Vernonia,158,vernonia
,6741,l,Waldport,158,waldport
,6742,l,Wallowa,158,wallowa
