abbrev,id,level,name,parent,slug,parent_abbrev
,626,l,Plainfield,1.0,plainfield,MA
,627,l,Plainville,1.0,plainville,MA
,628,l,Plympton,1.0,plympton,MA
,629,l,Princeton,1.0,princeton,MA
,630,l,Provincetown,1.0,provincetown,MA
,631,l,Raynham,1.0,raynham,MA
,632,l,Rehoboth,1.0,rehoboth,MA
,633,l,Richmond,1.0,richmond,MA
,634,l,Rochester,1.0,rochester,MA
,635,l,Rockland,1.0,rockland,MA
,636,l,Rockport,1.0,rockport,MA
,637,l,Rowe,1.0,rowe,MA
,638,l,Rowley,1.0,rowley,MA
,639,l,Royalston,1.0,royalston,MA
,640,l,Russell,1.0,russell,MA
,641,l,Rutland,1.0,rutland,MA
,642,l,Salisbury,1.0,salisbury,MA
,643,l,Sandisfield,1.0,sandisfield,MA
,644,l,Sandwich,1.0,sandwich,MA
,645,l,Savoy,1.0,savoy,MA
,646,l,Scituate,1.0,scituate,MA
,647,l,Seekonk,1.0,seekonk,MA
,648,l,Sharon,1.0,sharon,MA
,649,l,Sheffield,1.0,sheffield,MA
,650,l,Shelburne,1.0,shelburne,MA
,651,l,Sherborn,1.0,sherborn,MA
,652,l,Shirley,1.0,shirley,MA
,653,l,Shutesbury,1.0,shutesbury,MA
,654,l,Somerset,1.0,somerset,MA
,655,l,South Hadley,1.0,south-hadley,MA
,656,l,Southampton,1.0,southampton,MA
,657,l,Southborough,1.0,southborough,MA
,658,l,Southwick,1.0,southwick,MA
,659,l,Spencer,1.0,spencer,MA
,660,l,Stockbridge,1.0,stockbridge,MA
,661,l,Stoneham,1.0,stoneham,MA
,662,l,Stoughton,1.0,stoughton,MA
,663,l,Stow,1.0,stow,MA
,664,l,Sturbridge,1.0,sturbridge,MA
,665,l,Sudbury,1.0,sudbury,MA
,666,l,Sunderland,1.0,sunderland,MA
,667,l,Sutton,1.0,sutton,MA
,668,l,Swampscott,1.0,swampscott,MA
,669,l,Swansea,1.0,swansea,MA
,670,l,Templeton,1.0,templeton,MA
,671,l,Tisbury,1.0,tisbury,MA
,672,l,Tolland,1.0,tolland,MA
,673,l,Topsfield,1.0,topsfield,MA
,674,l,Townsend,1.0,townsend,MA
,675,l,Truro,1.0,truro,MA
,676,l,Tyngsborough,1.0,tyngsborough,MA
,677,l,Tyringham,1.0,tyringham,MA
,678,l,Upton,1.0,upton,MA
,679,l,Uxbridge,1.0,uxbridge,MA
,680,l,Wales,1.0,wales,MA
,681,l,Waltham,1.0,waltham,MA
,682,l,Ware,1.0,ware,MA
,683,l,Wareham,1.0,wareham,MA
,684,l,Warren,1.0,warren,MA
,685,l,Warwick,1.0,warwick,MA
,686,l,Wayland,1.0,wayland,MA
,687,l,Webster,1.0,webster,MA
,688,l,Wellfleet,1.0,wellfleet,MA
,689,l,Wendell,1.0,wendell,MA
,690,l,West Boylston,1.0,west-boylston,MA
,691,l,West Bridgewater,1.0,west-bridgewater,MA
,692,l,West Brookfield,1.0,west-brookfield,MA
,693,l,West Newbury,1.0,west-newbury,MA
,694,l,West Stockbridge,1.0,west-stockbridge,MA
,695,l,West Tisbury,1.0,west-tisbury,MA
,696,l,Westborough,1.0,westborough,MA
,697,l,Westfield,1.0,westfield,MA
,698,l,Westford,1.0,westford,MA
,699,l,Westhampton,1.0,westhampton,MA
,700,l,Westminster,1.0,westminster,MA
,701,l,Weston,1.0,weston,MA
,702,l,Westport,1.0,westport,MA
,703,l,Westwood,1.0,westwood,MA
,704,l,Weymouth,1.0,weymouth,MA
,705,l,Whately,1.0,whately,MA
,706,l,Whitman,1.0,whitman,MA
,707,l,Wilbraham,1.0,wilbraham,MA
,708,l,Williamsburg,1.0,williamsburg,MA
,709,l,Williamstown,1.0,williamstown,MA
,710,l,Wilmington,1.0,wilmington,MA
,711,l,Winchendon,1.0,winchendon,MA
,712,l,Winchester,1.0,winchester,MA
,713,l,Windsor,1.0,windsor,MA
,714,l,Winthrop,1.0,winthrop,MA
,715,l,Woburn,1.0,woburn,MA
,716,l,Worthington,1.0,worthington,MA
,717,l,Wrentham,1.0,wrentham,MA
,718,l,Yarmouth,1.0,yarmouth,MA
,719,l,Anne Arundel County,154.0,anne-arundel,MA
,720,l,Albany,16.0,albany,MA
,721,l,Madison,146.0,madison,MA
,722,l,"Jordan, MN",156.0,jordan-mn,MA
,723,l,Hurricane,234.0,hurricane,MA
,724,l,Waterbury,53.0,waterbury,MA
,725,l,Washington County,234.0,washington-county,MA
,726,l,Newport News,128.0,newport-news,MA
,727,l,Bartlett,155.0,bartlett,MA
,728,l,Thurston County,54.0,thurston-county,MA
,729,l,Berkshire County,1.0,berkshire-county,MA
,730,l,Hampden County,1.0,hampden-county,MA
,731,l,Chesapeake,128.0,chesapeake,MA
,732,l,Santa Clara County,52.0,santa-clara-county,MA
,733,l,Sunnyvale,52.0,sunnyvale,MA
,736,l,Albertville,159.0,albertville,MD
,737,l,Guntersville,159.0,guntersville,NY
,738,l,Hoover,159.0,hoover,WI
,739,l,Madison,159.0,madison,MN
,740,l,Leeds,159.0,leeds,UT
,741,l,Boaz,159.0,boaz,CT
,742,l,Trussville,159.0,trussville,UT
,743,l,Birmingham,159.0,birmingham,VA
,744,l,Alexander City,159.0,alexander-city,TN
,745,l,Andalusia,159.0,andalusia,WA
,746,l,Arab,159.0,arab,MA
,747,l,Athens,159.0,athens,MA
,748,l,Attalla,159.0,attalla,VA
,749,l,Saraland,159.0,saraland,CA
,750,l,Chickasaw,159.0,chickasaw,CA
,751,l,Auburn,159.0,auburn,
,752,l,Prattville,159.0,prattville,
,753,l,Bay Minette,159.0,bay-minette,AL
,754,l,Clayton,159.0,clayton,AL
,755,l,Bessemer,159.0,bessemer,AL
,756,l,Centreville,159.0,centreville,AL
,757,l,Oneonta,159.0,oneonta,AL
,758,l,Brewton,159.0,brewton,AL
,759,l,Union Springs,159.0,union-springs,AL
,760,l,Greenville,159.0,greenville,AL
,761,l,Lafayette,159.0,lafayette,AL
,762,l,Centre,159.0,centre,AL
,763,l,Clanton,159.0,clanton,AL
,764,l,Butler,159.0,butler,AL
,765,l,Grove Hill,159.0,grove-hill,AL
,766,l,Ashland,159.0,ashland,AL
,767,l,Heflin,159.0,heflin,AL
,768,l,Elba,159.0,elba,AL
,769,l,Tuscumbia,159.0,tuscumbia,AL
,770,l,Evergreen,159.0,evergreen,AL
,771,l,Rockford,159.0,rockford,AL
,772,l,Luverne,159.0,luverne,AL
,773,l,Cullman,159.0,cullman,AL
,774,l,Ozark,159.0,ozark,AL
,775,l,Daleville,159.0,daleville,AL
,776,l,Selma,159.0,selma,AL
,777,l,Rainsville,159.0,rainsville,AL
,778,l,Decatur,159.0,decatur,AL
,779,l,Demopolis,159.0,demopolis,AL
,780,l,Dothan,159.0,dothan,AL
,781,l,Wetumpka,159.0,wetumpka,AL
,782,l,Enterprise,159.0,enterprise,AL
,783,l,Eufaula,159.0,eufaula,AL
,784,l,Fairfield,159.0,fairfield,AL
,785,l,Fayette,159.0,fayette,AL
,786,l,Florence,159.0,florence,AL
,787,l,Fort Payne,159.0,fort-payne,AL
,788,l,Russellville,159.0,russellville,AL
,789,l,Geneva,159.0,geneva,AL
,790,l,Eutaw,159.0,eutaw,AL
,791,l,Greensboro,159.0,greensboro,AL
,792,l,Haleyville,159.0,haleyville,AL
,793,l,Hartselle,159.0,hartselle,AL
,794,l,Abbeville,159.0,abbeville,AL
,795,l,Homewood,159.0,homewood,AL
,796,l,Huntsville,159.0,huntsville,AL
,797,l,Scottsboro,159.0,scottsboro,AL
,798,l,Jacksonville,159.0,jacksonville,AL
,799,l,Jasper,159.0,jasper,AL
,800,l,Vernon,159.0,vernon,AL
,801,l,Lanett,159.0,lanett,AL
,802,l,Moulton,159.0,moulton,AL
,803,l,Opelika,159.0,opelika,AL
,804,l,Linden,159.0,linden,AL
,805,l,Hayneville,159.0,hayneville,AL
,806,l,Tuskegee,159.0,tuskegee,AL
,807,l,Hamilton,159.0,hamilton,AL
,808,l,Midfield,159.0,midfield,AL
,809,l,Mobile,159.0,mobile,AL
,810,l,Monroeville,159.0,monroeville,AL
,811,l,Montgomery,159.0,montgomery,AL
,812,l,Mountain Brook,159.0,mountain-brook,AL
,813,l,Muscle Shoals,159.0,muscle-shoals,AL
,814,l,Opp,159.0,opp,AL
,815,l,Oxford,159.0,oxford,AL
,816,l,Pell City,159.0,pell-city,AL
,817,l,Marion,159.0,marion,AL
,818,l,Phenix City,159.0,phenix-city,AL
,819,l,Carrollton,159.0,carrollton,AL
,820,l,Piedmont,159.0,piedmont,AL
,821,l,Troy,159.0,troy,AL
,822,l,Wedowee,159.0,wedowee,AL
,823,l,Roanoke,159.0,roanoke,AL
,824,l,Sheffield,159.0,sheffield,AL
,825,l,Columbiana,159.0,columbiana,AL
,826,l,Ashville,159.0,ashville,AL
,827,l,Livingston,159.0,livingston,AL
,828,l,Sylacauga,159.0,sylacauga,AL
,829,l,Talladega,159.0,talladega,AL
,830,l,Dadeville,159.0,dadeville,AL
,831,l,Tallassee,159.0,tallassee,AL
,832,l,Tarrant,159.0,tarrant,AL
,833,l,Thomasville,159.0,thomasville,AL
,834,l,Tuscaloosa,159.0,tuscaloosa,AL
,835,l,Vestavia Hills,159.0,vestavia-hills,AL
,836,l,Chatom,159.0,chatom,AL
,837,l,Camden,159.0,camden,AL
,838,l,Winfield,159.0,winfield,AL
,839,l,Double Springs,159.0,double-springs,AL
,840,l,Arley,159.0,arley,AL
,841,l,Cordova,159.0,cordova,AL
,842,l,Sumiton,159.0,sumiton,AL
,843,l,Childersburg,159.0,childersburg,AL
,844,l,Lincoln,159.0,lincoln,AL
,845,l,Lineville,159.0,lineville,AL
,846,l,Ariton,159.0,ariton,AL
,847,l,Headland,159.0,headland,AL
,848,l,Brundidge,159.0,brundidge,AL
,849,l,Clio,159.0,clio,AL
,850,l,Louisville,159.0,louisville,AL
,851,l,Midland City,159.0,midland-city,AL
,852,l,Newton,159.0,newton,AL
,853,l,Brantley,159.0,brantley,AL
,854,l,Florala,159.0,florala,AL
,855,l,Hartford,159.0,hartford,AL
,856,l,Samson,159.0,samson,AL
,857,l,Slocomb,159.0,slocomb,AL
,858,l,Goodwater,159.0,goodwater,AL
,859,l,Millbrook,159.0,millbrook,AL
,860,l,Leighton,159.0,leighton,AL
,861,l,Rogersville,159.0,rogersville,AL
,862,l,Kennedy,159.0,kennedy,AL
,863,l,Guin,159.0,guin,AL
,864,l,Millport,159.0,millport,AL
,865,l,Sulligent,159.0,sulligent,AL
,866,l,Red Bay,159.0,red-bay,AL
,867,l,Robertsdale,159.0,robertsdale,AL
,868,l,Daphne,159.0,daphne,AL
,869,l,Fairhope,159.0,fairhope,AL
,870,l,Foley,159.0,foley,AL
,871,l,Loxley,159.0,loxley,AL
,872,l,Silverhill,159.0,silverhill,AL
,873,l,Gulf Shores,159.0,gulf-shores,AL
,874,l,Adamsville,159.0,adamsville,AL
,876,l,Fultondale,159.0,fultondale,AL
,877,l,Gardendale,159.0,gardendale,AL
,878,l,Graysville,159.0,graysville,AL
,879,l,Hueytown,159.0,hueytown,AL
,880,l,Irondale,159.0,irondale,AL
,881,l,Pleasant Grove,159.0,pleasant-grove,AL
,882,l,Warrior,159.0,warrior,AL
,883,l,Collinsville,159.0,collinsville,AL
,884,l,Geraldine,159.0,geraldine,AL
,885,l,Atmore,159.0,atmore,AL
,886,l,Flomaton,159.0,flomaton,AL
,887,l,Rainbow City,159.0,rainbow-city,AL
,888,l,Alabaster,159.0,alabaster,AL
,889,l,Calera,159.0,calera,AL
,890,l,Helena,159.0,helena,AL
,891,l,Vincent,159.0,vincent,AL
,892,l,Montevallo,159.0,montevallo,AL
,893,l,Pelham,159.0,pelham,
,894,l,Wilsonville,159.0,wilsonville,AL
,895,l,Aliceville,159.0,aliceville,AL
,896,l,Gordo,159.0,gordo,AL
,897,l,Reform,159.0,reform,AL
,898,l,Moody,159.0,moody,AL
,899,l,Odenville,159.0,odenville,AL
,900,l,York,159.0,york,AL
,901,l,Akron,159.0,akron,AL
,903,l,Cherokee,159.0,cherokee,AL
,904,l,Citronelle,159.0,citronelle,AL
,905,l,Jackson,159.0,jackson,AL
,906,l,Woodville,159.0,woodville,AL
,907,l,Irvington,159.0,irvington,AL
,908,l,Moundville,159.0,moundville,AL
,909,l,Uniontown,159.0,uniontown,AL
,910,l,Prichard,159.0,prichard,AL
,911,l,White Hall,159.0,white-hall,AL
,912,l,Stevenson,159.0,stevenson,AL
,913,l,Killen,159.0,killen,AL
,914,l,Lexington,159.0,lexington,AL
,915,l,Valley,159.0,valley,AL
,916,l,Hokes Bluff,159.0,hokes-bluff,AL
,917,l,Ragland,159.0,ragland,AL
,918,l,Ider,159.0,ider,AL
,919,l,Grant,159.0,grant,AL
,920,l,Courtland,159.0,courtland,AL
,921,l,Eva,159.0,eva,
,922,l,Crossville,159.0,crossville,AL
,923,l,Walnut Grove,159.0,walnut-grove,AL
,924,l,Orange Beach,159.0,orange-beach,AL
,925,l,Satsuma,159.0,satsuma,AL
,926,l,Falkville,159.0,falkville,AL
,927,l,Springville,159.0,springville,AL
,928,l,Bridgeport,159.0,bridgeport,AL
,929,l,West Blocton,159.0,west-blocton,AL
,930,l,Carbon Hill,159.0,carbon-hill,AL
,931,l,Ohatchee,159.0,ohatchee,AL
,932,l,Somerville,159.0,somerville,AL
,933,l,Chelsea,159.0,chelsea,AL
,934,l,Dutton,159.0,dutton,AL
,935,l,Fort Deposit,159.0,fort-deposit,AL
,936,l,Summerdale,159.0,summerdale,AL
,937,l,Pinson,159.0,pinson,AL
,938,l,Eclectic,159.0,eclectic,AL
,939,l,Hobson City,159.0,hobson-city,AL
,940,l,Munford,159.0,munford,AL
,941,l,Southside,159.0,southside,AL
,942,l,Steele,159.0,steele,AL
,943,l,Mount Vernon,159.0,mount-vernon,AL
,944,l,Priceville,159.0,priceville,AL
,945,l,Sardis City,159.0,sardis-city,AL
,946,l,Green Pond,159.0,green-pond,AL
,947,l,Blountsville,159.0,blountsville,AL
,948,l,California City,52.0,california-city,AL
,949,l,City of Appleton,146.0,city-of-appleton,AL
,950,l,Outagamie County,146.0,outagamie-county,AL
,951,l,Sunbury,126.0,sunbury,AL
,952,l,Buzzards Bay,1.0,buzzards-bay,AL
,953,l,Roxbury Crossing,1.0,roxbury-crossing,AL
,955,l,Troy,16.0,troy,AL
,956,l,Bethlehem,16.0,bethlehem,AL
,957,l,Amelia County,128.0,amelia-county,AL
,958,l,Amherst County,128.0,amherst-county,AL
,959,l,Appomattox County,128.0,appomattox-county,AL
,960,l,Augusta County,128.0,augusta-county,AL
,961,l,Bath County,128.0,bath-county,AL
,962,l,Bedford County,128.0,bedford-county,AL
,963,l,Bland County,128.0,bland-county,AL
,964,l,Botetourt County,128.0,botetourt-county,AL
,965,l,Brunswick County,128.0,brunswick-county,AL
,966,l,Buchanan County,128.0,buchanon-county,AL
,967,l,Buckingham County,128.0,buckingham-county,AL
,968,l,Campbell County,128.0,campbell-county,CA
,969,l,Caroline County,128.0,caroline-county,WI
,970,l,Carroll County,128.0,carroll-county,WI
,971,l,Charles City County,128.0,charles-city-county,PA
,972,l,Charlotte County,128.0,charlotte-county,MA
,973,l,Clarke County,128.0,clarke-county,MA
,974,l,Craig County,128.0,craig-county,
,975,l,Culpeper County,128.0,culpeper-county,NY
,976,l,Cumberland County,128.0,cumberland-county,NY
,977,l,Dickenson County,128.0,dickenson-county,VA
,978,l,Dinwiddie County,128.0,dinwiddie-county,VA
,979,l,Essex County,128.0,essex-county,VA
,980,l,Fauquier County,128.0,fauquier-county,VA
,981,l,Floyd County,128.0,floyd-county,VA
,982,l,Fluvanna County,128.0,fluvanna-county,VA
,983,l,Franklin County,128.0,franklin-county,VA
,984,l,Frederick County,128.0,frederick-county,VA
,985,l,Giles County,128.0,giles-county,VA
,986,l,Gloucester County,128.0,gloucester-county,VA
,987,l,Goochland County,128.0,goochland-county,VA
,988,l,Grayson County,128.0,grayson-county,VA
,989,l,Greene County,128.0,greene-county,VA
,990,l,Greensville County,128.0,greensville-county,VA
,991,l,Halifax County,128.0,halifax-county,VA
,992,l,Hanover County,128.0,hanover-county,VA
,993,l,Henry County,128.0,henry-county,VA
,994,l,Highland County,128.0,highland-county,VA
,995,l,Isle of Wight County,128.0,isle-of-wight-county,VA
,996,l,James City County,128.0,james-city-county,VA
,997,l,King and Queen County,128.0,king-and-queen-county,VA
,998,l,King George County,128.0,king-george-county,VA
,999,l,King William County,128.0,king-william-county,VA
,1000,l,Lancaster County,128.0,lancaster-county,VA
,1001,l,Lee County,128.0,lee-county,VA
,1002,l,Louisa County,128.0,louisa-county,VA
,1003,l,Lunenburg County,128.0,lunenburg-county,VA
,1004,l,Madison County,128.0,madison-county,VA
,1005,l,Mathews County,128.0,mathews-county,VA
,1006,l,Mecklenburg County,128.0,mecklenburg-county,VA
,1007,l,Middlesex County,128.0,middlesex-county,VA
,1008,l,Nelson County,128.0,nelson-county,VA
,1009,l,New Kent County,128.0,new-kent-county,VA
,1010,l,Northampton County,128.0,northampton-county,VA
,1011,l,Northumberland County,128.0,northumberland-county,VA
,1012,l,Nottoway County,128.0,nottoway-county,VA
,1013,l,Orange County,128.0,orange-county,VA
,1014,l,Page County,128.0,page-county,VA
,1015,l,Patrick County,128.0,patrick-county,VA
,1016,l,Pittsylvania County,128.0,pittsylvania-county,VA
,1017,l,Powhatan County,128.0,powhatan-county,VA
,1018,l,Prince Edward County,128.0,prince-edward-county,VA
,1019,l,Prince George County,128.0,prince-george-county,VA
,1020,l,Pulaski County,128.0,pulaski-county,VA
,1021,l,Rappahannock County,128.0,rappahannock-county,VA
,1022,l,Richmond County,128.0,richmond-county,VA
,1023,l,Roanoke County,128.0,roanoke-county,VA
,1024,l,Rockbridge County,128.0,rockbridge-county,VA
,1025,l,Rockingham County,128.0,rockingham-county,VA
,1026,l,Scott County,128.0,scott-county,VA
,1027,l,Shenandoah County,128.0,shenandoah-county,VA
,1028,l,Smyth County,128.0,smyth-county,VA
,1029,l,Southampton County,128.0,southampton-county,VA
,1030,l,Spotsylvania County,128.0,spotsylvania-county,VA
,1031,l,Surry County,128.0,surry-county,VA
,1032,l,Sussex County,128.0,sussex-county,VA
,1033,l,Tazewell County,128.0,tazewell-county,VA
,1034,l,Warren County,128.0,warren-county,VA
,1035,l,Washington County,128.0,washington-county,VA
,1036,l,Westmoreland County,128.0,westmoreland-county,VA
,1037,l,Wise County,128.0,wise-county,VA
,1038,l,Wythe County,128.0,wythe-county,VA
,1039,l,York County,128.0,york-county,VA
,1040,l,Alexandria County,128.0,alexandria-county,VA
,1041,l,Bristol County,128.0,bristol-county,VA
,1042,l,Buena Vista County,128.0,buena-vista-county,VA
,1043,l,Charlottesville County,128.0,charlottesville-county,VA
,1044,l,Colonial Heights County,128.0,colonial-heights-county,VA
,1045,l,Covington County,128.0,covington-county,VA
,1046,l,Danville County,128.0,danville-county,VA
,1047,l,Emporia  County,128.0,emporia-county,VA
,1050,l,Falls Church County,128.0,falls-church-county,VA
,1052,l,Fredericksburg County,128.0,fredericksburg-county,VA
,1053,l,Galax County,128.0,galax-county,VA
,1054,l,Hampton County,128.0,hampton-county,VA
,1055,l,Harrisonburg County,128.0,harrisonburg-county,VA
,1056,l,Hopewell County,128.0,hopewell-county,VA
,1057,l,Lexington County,128.0,lexington-county,VA
,1058,l,Lynchburg County,128.0,lynchburg-county,VA
,1059,l,Manassas County,128.0,manassas-county,VA
,1060,l,Manassas Park County,128.0,manassas-park-county,VA
,1061,l,Martinsville County,128.0,martinsville-county,VA
,1062,l,Norton County,128.0,norton-county,VA
,1063,l,Petersburg County,128.0,petersburg-county,VA
,1064,l,Poquoson County,128.0,poquoson-county,VA
,1065,l,Portsmouth County,128.0,portsmouth-county,VA
,1066,l,Radford County,128.0,radford-county,VA
,1067,l,Salem County,128.0,salem-county,VA
,1068,l,Staunton County,128.0,staunton-county,VA
,1069,l,Suffolk County,128.0,suffolk-county,VA
,1070,l,Waynesboro County,128.0,waynesboro-county,VA
,1071,l,Williamsburg County,128.0,williamsburg-county,
,1072,l,Winchester County,128.0,winchester-county,
,1073,l,Union County,229.0,union-county,VA
,1074,l,Sea Isle City,229.0,sea-isle-city,
,1075,l,Cape May,229.0,cape-may,VA
,1076,l,Pennsauken Township,229.0,pennsauken-township,VA
,1077,l,Watchung,229.0,watchung,VA
,1078,l,Bradley Beach,229.0,bradley-beach,VA
,1079,l,Westmoreland County,126.0,westmorel-county,VA
,1080,l,Bernardsville,229.0,bernardsville,VA
,1081,l,East Brunswick,229.0,east-brunswick,VA
,1082,l,Neenah,146.0,neenah,VA
,1083,l,Winnebago County,146.0,winnebago-county,VA
,1084,l,Danville,128.0,danville-2,VA
,1085,l,Ada,156.0,ada,VA
,1086,l,Adams,156.0,adams,VA
,1087,l,Adrian,156.0,adrian,VA
,1088,l,Afton,156.0,afton,VA
,1089,l,Aitkin,156.0,aitkin,VA
,1090,l,Akeley,156.0,akeley,VA
,1091,l,Albany,156.0,albany,VA
,1092,l,Alberta,156.0,alberta,VA
,1093,l,Albert Lea,156.0,albert-lea,VA
,1094,l,Albertville,156.0,albertville,VA
,1095,l,Alden,156.0,alden,VA
,1096,l,Aldrich,156.0,aldrich,NJ
,1097,l,Alexandria,156.0,alexandria,NJ
,1098,l,Alpha,156.0,alpha,NJ
,1099,l,Altura,156.0,altura,NJ
,1100,l,Alvarado,156.0,alvarado,NJ
,1101,l,Amboy,156.0,amboy,NJ
,1102,l,Andover,156.0,andover,PA
,1103,l,Annandale,156.0,annandale,NJ
,1104,l,Anoka,156.0,anoka,NJ
,1105,l,Appleton,156.0,appleton,WI
,1106,l,Apple Valley,156.0,apple-valley,WI
,1107,l,Arco,156.0,arco,VA
,1108,l,Arden Hills,156.0,arden-hills,MN
,1109,l,Argyle,156.0,argyle,MN
,1110,l,Arlington,156.0,arlington,MN
,1111,l,Ashby,156.0,ashby,MN
,1112,l,Askov,156.0,askov,MN
,1113,l,Atwater,156.0,atwater,MN
,1114,l,Audubon,156.0,audubon,MN
,1115,l,Aurora,156.0,aurora,MN
,1116,l,Austin,156.0,austin,MN
,1117,l,Avoca,156.0,avoca,MN
,1118,l,Avon,156.0,avon,MN
,1119,l,Babbitt,156.0,babbitt,MN
,1120,l,Backus,156.0,backus,MN
,1121,l,Badger,156.0,badger,MN
,1122,l,Bagley,156.0,bagley,MN
,1123,l,Balaton,156.0,balaton,MN
,1124,l,Barnesville,156.0,barnesville,MN
,1125,l,Barnum,156.0,barnum,MN
,1126,l,Barrett,156.0,barrett,MN
,1127,l,Barry,156.0,barry,MN
,1128,l,Battle Lake,156.0,battle-lake,MN
,1129,l,Baudette,156.0,baudette,MN
,1130,l,Baxter,156.0,baxter,MN
,1131,l,Bayport,156.0,bayport,MN
,1132,l,Beardsley,156.0,beardsley,MN
,1133,l,Beaver Bay,156.0,beaver-bay,MN
,1134,l,Beaver Creek,156.0,beaver-creek,MN
,1135,l,Becker,156.0,becker,MN
,1136,l,Bejou,156.0,bejou,MN
,1137,l,Belgrade,156.0,belgrade,MN
,1138,l,Bellechester,156.0,bellechester,MN
,1139,l,Belle Plaine,156.0,belle-plaine,MN
,1140,l,Bellingham,156.0,bellingham,MN
,1141,l,Beltrami,156.0,beltrami,MN
,1142,l,Belview,156.0,belview,MN
,1143,l,Bemidji,156.0,bemidji,MN
,1144,l,Bena,156.0,bena,MN
,1145,l,Benson,156.0,benson,MN
,1146,l,Beroun,156.0,beroun,MN
,1147,l,Bertha,156.0,bertha,MN
,1148,l,Bethel,156.0,bethel,MN
,1149,l,Bigelow,156.0,bigelow,MN
,1150,l,Big Falls,156.0,big-falls,MN
,1151,l,Bigfork,156.0,bigfork,MN
,1152,l,Big Lake,156.0,big-lake,MN
,1153,l,Bingham Lake,156.0,bingham-lake,MN
,1154,l,Birchwood Village,156.0,birchwood-village,MN
,1155,l,Bird Island,156.0,bird-island,MN
,1156,l,Biscay,156.0,biscay,MN
,1157,l,Biwabik,156.0,biwabik,MN
,1158,l,Blackduck,156.0,blackduck,MN
,1159,l,Blaine,156.0,blaine,MN
,1160,l,Blomkest,156.0,blomkest,MN
,1161,l,Blooming Prairie,156.0,blooming-prairie,MN
,1162,l,Blue Earth,156.0,blue-earth,MN
,1163,l,Bluffton,156.0,bluffton,MN
,1164,l,Bock,156.0,bock,MN
,1165,l,Borup,156.0,borup,MN
,1166,l,Bovey,156.0,bovey,MN
,1167,l,Bowlus,156.0,bowlus,MN
,1168,l,Boyd,156.0,boyd,MN
,1169,l,Boy River,156.0,boy-river,MN
,1170,l,Braham,156.0,braham,MN
,1171,l,Brainerd,156.0,brainerd,MN
,1172,l,Brandon,156.0,brandon,MN
,1173,l,Breckenridge,156.0,breckenridge,MN
,1174,l,Breezy Point,156.0,breezy-point,MN
,1175,l,Brewster,156.0,brewster,MN
,1176,l,Bricelyn,156.0,bricelyn,MN
,1177,l,Brooklyn Center,156.0,brooklyn-center,MN
,1178,l,Brooklyn Park,156.0,brooklyn-park,MN
,1179,l,Brook Park,156.0,brook-park,MN
,1180,l,Brooks,156.0,brooks,MN
,1181,l,Brookston,156.0,brookston,MN
,1182,l,Brooten,156.0,brooten,MN
,1183,l,Browerville,156.0,browerville,MN
,1184,l,Brownsdale,156.0,brownsdale,MN
,1185,l,Browns Valley,156.0,browns-valley,MN
,1186,l,Brownsville,156.0,brownsville,MN
,1187,l,Brownton,156.0,brownton,MN
,1188,l,Bruno,156.0,bruno,MN
,1189,l,Buckman,156.0,buckman,MN
,1190,l,Buffalo,156.0,buffalo,MN
,1191,l,Buffalo Lake,156.0,buffalo-lake,MN
,1192,l,Buhl,156.0,buhl,MN
,1193,l,Burnsville,156.0,burnsville,MN
,1194,l,Burtrum,156.0,burtrum,MN
,1195,l,Butterfield,156.0,butterfield,MN
,1196,l,Byron,156.0,byron,MN
,1197,l,Caledonia,156.0,caledonia,MN
,1198,l,Callaway,156.0,callaway,MN
,1199,l,Calumet,156.0,calumet,MN
,1200,l,Cambridge,156.0,cambridge,MN
,1201,l,Campbell,156.0,campbell,MN
,1202,l,Canby,156.0,canby,MN
,1203,l,Cannon Falls,156.0,cannon-falls,MN
,1204,l,Canton,156.0,canton,MN
,1205,l,Carlos,156.0,carlos,MN
,1206,l,Carlton,156.0,carlton,MN
,1207,l,Carver,156.0,carver,MN
,1208,l,Cass Lake,156.0,cass-lake,MN
,1209,l,Cedar Mills,156.0,cedar-mills,MN
,1210,l,Center City,156.0,center-city,MN
,1211,l,Centerville,156.0,centerville,MN
,1212,l,Ceylon,156.0,ceylon,MN
,1213,l,Champlin,156.0,champlin,MN
,1214,l,Chandler,156.0,chandler,MN
,1215,l,Chanhassen,156.0,chanhassen,MN
,1216,l,Chaska,156.0,chaska,MN
,1217,l,Chatfield,156.0,chatfield,MN
,1218,l,Chickamaw Beach,156.0,chickamaw-beach,MN
,1219,l,Chisago City,156.0,chisago-city,MN
,1220,l,Chisholm,156.0,chisholm,MN
,1221,l,Chokio,156.0,chokio,MN
,1222,l,Circle Pines,156.0,circle-pines,MN
,1223,l,Clara City,156.0,clara-city,MN
,1224,l,Claremont,156.0,claremont,MN
,1225,l,Clarissa,156.0,clarissa,MN
,1226,l,Clarkfield,156.0,clarkfield,MN
,1227,l,Clarks Grove,156.0,clarks-grove,MN
,1228,l,Clearbrook,156.0,clearbrook,MN
,1229,l,Clear Lake,156.0,clear-lake,MN
,1230,l,Clearwater,156.0,clearwater,MN
,1231,l,Clements,156.0,clements,MN
,1232,l,Cleveland,156.0,cleveland,MN
,1233,l,Climax,156.0,climax,MN
,1234,l,Clinton,156.0,clinton,MN
,1235,l,Clitherall,156.0,clitherall,MN
,1236,l,Clontarf,156.0,clontarf,MN
